machine_id,vibration,temperature,pressure,up_time,down_time,status,last_maintenance_date,factory_id
M006,1.62,67,190,9020,0,Operational,2024-06-26,473
M019,2.05,114,159,8781,0,Operational,2024-07-17,473
M038,2.06,117,101,1139,0,Operational,2024-03-31,473
M029,1.27,98,108,4450,27,Failed,2024-04-13,473
M017,2.2,101,123,8681,0,Operational,2024-09-21,473
M032,0.67,71,198,3685,44,Needs Maintenance,2024-10-30,473
M003,1.13,113,107,4038,55,Failed,2024-03-27,473
M040,2.95,75,176,6559,57,Needs Maintenance,2024-08-22,474
M041,0.4,112,148,8699,75,Needs Maintenance,2024-04-15,474
M039,2.71,63,109,7048,0,Operational,2024-11-15,474
M043,2.86,108,141,2442,41,Failed,2025-01-01,474
M032,0.67,71,198,3685,44,Needs Maintenance,2024-05-20,474
M017,2.2,101,123,8681,0,Operational,2024-04-23,474
M012,0.45,109,172,7876,0,Operational,2024-11-23,474
M012,0.45,109,172,7876,0,Operational,2024-04-06,474
M012,0.45,109,172,7876,0,Operational,2024-09-19,474
M026,0.37,109,131,3285,15,Failed,2024-04-05,474
M017,2.2,101,123,8681,0,Operational,2024-10-04,475
M008,2.95,100,149,5055,86,Failed,2024-06-28,475
M041,0.4,112,148,8699,75,Needs Maintenance,2024-11-25,475
M022,0.68,107,123,5729,90,Failed,2024-06-24,475
M011,1.96,85,106,8906,0,Operational,2024-04-19,475
M008,2.95,100,149,5055,86,Failed,2024-12-04,475
M047,0.73,118,152,6104,98,Needs Maintenance,2024-01-10,475
M016,0.67,73,198,9188,0,Operational,2024-01-13,475
M033,2.45,113,128,3782,23,Failed,2024-08-02,475
M048,1.09,102,194,5087,0,Operational,2024-01-05,475
M030,2.08,101,174,2970,74,Needs Maintenance,2024-11-10,476
M042,2.79,79,143,7480,0,Operational,2024-06-28,476
M032,0.67,71,198,3685,44,Needs Maintenance,2024-01-29,476
M027,0.36,102,146,9776,66,Failed,2024-09-11,476
M019,2.05,114,159,8781,0,Operational,2024-02-10,476
M041,0.4,112,148,8699,75,Needs Maintenance,2024-05-03,476
M031,0.53,97,142,6378,0,Operational,2024-12-12,476
M021,0.39,76,153,4004,52,Failed,2024-11-05,476
M050,2.26,77,184,7966,0,Operational,2024-03-03,476
M020,0.65,62,132,1738,0,Operational,2024-06-11,476
M017,2.2,101,123,8681,0,Operational,2024-11-23,477
M007,2.85,64,105,5697,80,Needs Maintenance,2024-02-14,477
M045,2.18,72,181,3275,0,Operational,2024-01-04,477
M016,0.67,73,198,9188,0,Operational,2024-06-23,477
M019,2.05,114,159,8781,0,Operational,2024-06-03,477
M038,2.06,117,101,1139,0,Operational,2024-06-10,477
M047,0.73,118,152,6104,98,Needs Maintenance,2024-08-09,477
M026,0.37,109,131,3285,15,Failed,2024-03-19,477
M002,2.8,95,102,5011,46,Failed,2024-10-12,477
M023,0.52,81,165,3727,17,Failed,2024-10-13,477
M002,2.8,95,102,5011,46,Failed,2024-08-26,478
M004,1.74,89,176,7578,100,Failed,2024-04-24,478
M037,1.21,112,160,8591,85,Failed,2024-02-20,478
M012,0.45,109,172,7876,0,Operational,2024-09-10,478
M010,1.13,120,182,7579,0,Operational,2024-02-23,478
M015,2.32,99,166,8487,0,Operational,2024-09-17,478
M040,2.95,75,176,6559,57,Needs Maintenance,2024-12-27,478
M004,1.74,89,176,7578,100,Failed,2024-04-10,478
M030,2.08,101,174,2970,74,Needs Maintenance,2024-12-29,478
M020,0.65,62,132,1738,0,Operational,2024-11-13,478
M042,2.79,79,143,7480,0,Operational,2024-06-16,479
M044,2.5,105,152,2105,50,Failed,2024-04-08,479
M049,0.34,92,144,3120,0,Operational,2024-07-05,479
M004,1.74,89,176,7578,100,Failed,2024-05-03,479
M019,2.05,114,159,8781,0,Operational,2024-09-02,479
M002,2.8,95,102,5011,46,Failed,2024-06-25,479
M034,2.71,120,193,2864,35,Needs Maintenance,2024-05-05,479
M022,0.68,107,123,5729,90,Failed,2024-04-03,479
M040,2.95,75,176,6559,57,Needs Maintenance,2024-04-16,479
M028,2.67,101,115,2787,27,Failed,2024-02-23,479
M041,0.4,112,148,8699,75,Needs Maintenance,2024-08-28,480
M012,0.45,109,172,7876,0,Operational,2024-07-05,480
M026,0.37,109,131,3285,15,Failed,2024-04-08,480
M038,2.06,117,101,1139,0,Operational,2024-05-15,480
M004,1.74,89,176,7578,100,Failed,2024-01-03,480
M003,1.13,113,107,4038,55,Failed,2024-06-06,480
M027,0.36,102,146,9776,66,Failed,2024-12-01,480
M003,1.13,113,107,4038,55,Failed,2024-04-22,480
M035,1.25,78,172,2345,8,Needs Maintenance,2024-09-19,480
M047,0.73,118,152,6104,98,Needs Maintenance,2024-10-03,480
M021,0.39,76,153,4004,52,Failed,2024-10-10,481
M019,2.05,114,159,8781,0,Operational,2024-11-04,481
M016,0.67,73,198,9188,0,Operational,2024-03-19,481
M026,0.37,109,131,3285,15,Failed,2024-01-29,481
M024,0.54,91,187,9145,0,Operational,2024-03-15,481
M027,0.36,102,146,9776,66,Failed,2024-10-07,481
M046,0.28,102,147,3545,38,Needs Maintenance,2024-05-16,481
M032,0.67,71,198,3685,44,Needs Maintenance,2024-06-13,481
M033,2.45,113,128,3782,23,Failed,2024-09-23,481
M016,0.67,73,198,9188,0,Operational,2024-05-07,481
M019,2.05,114,159,8781,0,Operational,2024-11-03,482
M039,2.71,63,109,7048,0,Operational,2024-10-11,482
M032,0.67,71,198,3685,44,Needs Maintenance,2024-11-13,482
M034,2.71,120,193,2864,35,Needs Maintenance,2024-08-20,482
M025,2.07,68,177,9054,71,Needs Maintenance,2024-07-02,482
M021,0.39,76,153,4004,52,Failed,2024-11-25,482
M019,2.05,114,159,8781,0,Operational,2024-06-07,482
M020,0.65,62,132,1738,0,Operational,2024-01-31,482
M012,0.45,109,172,7876,0,Operational,2024-02-07,482
M043,2.86,108,141,2442,41,Failed,2024-11-03,482
M014,0.57,84,109,9624,0,Operational,2024-05-12,483
M046,0.28,102,147,3545,38,Needs Maintenance,2024-05-20,483
M032,0.67,71,198,3685,44,Needs Maintenance,2024-09-03,483
M001,0.59,77,181,4250,75,Needs Maintenance,2024-11-10,483
M036,0.62,61,113,3618,0,Operational,2024-11-23,483
M033,2.45,113,128,3782,23,Failed,2024-02-29,483
M033,2.45,113,128,3782,23,Failed,2024-01-15,483
M032,0.67,71,198,3685,44,Needs Maintenance,2024-06-15,483
M027,0.36,102,146,9776,66,Failed,2024-10-26,483
M039,2.71,63,109,7048,0,Operational,2024-10-16,483
M022,0.68,107,123,5729,90,Failed,2024-10-06,484
M012,0.45,109,172,7876,0,Operational,2024-01-14,484
M007,2.85,64,105,5697,80,Needs Maintenance,2024-05-15,484
M045,2.18,72,181,3275,0,Operational,2024-07-23,484
M019,2.05,114,159,8781,0,Operational,2024-06-25,484
M037,1.21,112,160,8591,85,Failed,2024-05-13,484
M029,1.27,98,108,4450,27,Failed,2024-04-03,484
M015,2.32,99,166,8487,0,Operational,2024-04-17,484
M015,2.32,99,166,8487,0,Operational,2024-08-04,484
M041,0.4,112,148,8699,75,Needs Maintenance,2024-07-29,484
M022,0.68,107,123,5729,90,Failed,2024-05-11,485
M025,2.07,68,177,9054,71,Needs Maintenance,2024-04-24,485
M011,1.96,85,106,8906,0,Operational,2024-12-04,485
M028,2.67,101,115,2787,27,Failed,2024-01-28,485
M047,0.73,118,152,6104,98,Needs Maintenance,2024-07-06,485
M019,2.05,114,159,8781,0,Operational,2024-06-28,485
M030,2.08,101,174,2970,74,Needs Maintenance,2024-08-01,485
M021,0.39,76,153,4004,52,Failed,2024-06-13,485
M022,0.68,107,123,5729,90,Failed,2024-11-14,485
M041,0.4,112,148,8699,75,Needs Maintenance,2024-02-18,485
M022,0.68,107,123,5729,90,Failed,2024-04-20,486
M024,0.54,91,187,9145,0,Operational,2024-08-09,486
M020,0.65,62,132,1738,0,Operational,2024-01-13,486
M027,0.36,102,146,9776,66,Failed,2024-06-26,486
M009,0.3,79,128,4982,78,Needs Maintenance,2024-03-04,486
M002,2.8,95,102,5011,46,Failed,2024-09-03,486
M008,2.95,100,149,5055,86,Failed,2024-12-25,486
M017,2.2,101,123,8681,0,Operational,2024-02-28,486
M047,0.73,118,152,6104,98,Needs Maintenance,2024-04-08,486
M019,2.05,114,159,8781,0,Operational,2024-09-30,486
M002,2.8,95,102,5011,46,Failed,2024-08-25,487
M037,1.21,112,160,8591,85,Failed,2024-08-07,487
M037,1.21,112,160,8591,85,Failed,2024-02-24,487
M018,2.69,93,178,5200,0,Operational,2024-01-07,487
M006,1.62,67,190,9020,0,Operational,2024-08-07,487
M033,2.45,113,128,3782,23,Failed,2024-01-13,487
M029,1.27,98,108,4450,27,Failed,2024-01-10,487
M006,1.62,67,190,9020,0,Operational,2024-01-07,487
M030,2.08,101,174,2970,74,Needs Maintenance,2024-04-06,487
M008,2.95,100,149,5055,86,Failed,2024-06-04,487
M039,2.71,63,109,7048,0,Operational,2024-03-26,488
M020,0.65,62,132,1738,0,Operational,2024-01-06,488
M046,0.28,102,147,3545,38,Needs Maintenance,2024-11-16,488
M017,2.2,101,123,8681,0,Operational,2024-04-09,488
M006,1.62,67,190,9020,0,Operational,2024-07-24,488
M011,1.96,85,106,8906,0,Operational,2024-06-07,488
M028,2.67,101,115,2787,27,Failed,2024-06-24,488
M050,2.26,77,184,7966,0,Operational,2024-10-26,488
M026,0.37,109,131,3285,15,Failed,2024-10-22,488
M042,2.79,79,143,7480,0,Operational,2024-02-23,488
M016,0.67,73,198,9188,0,Operational,2024-12-11,489
M006,1.62,67,190,9020,0,Operational,2024-08-18,489
M050,2.26,77,184,7966,0,Operational,2024-04-30,489
M015,2.32,99,166,8487,0,Operational,2024-05-16,489
M011,1.96,85,106,8906,0,Operational,2024-12-04,489
M014,0.57,84,109,9624,0,Operational,2024-01-22,489
M041,0.4,112,148,8699,75,Needs Maintenance,2024-03-26,489
M020,0.65,62,132,1738,0,Operational,2024-11-22,489
M021,0.39,76,153,4004,52,Failed,2024-10-14,489
M050,2.26,77,184,7966,0,Operational,2024-12-24,489
M032,0.67,71,198,3685,44,Needs Maintenance,2024-05-16,490
M050,2.26,77,184,7966,0,Operational,2024-07-10,490
M017,2.2,101,123,8681,0,Operational,2024-02-20,490
M022,0.68,107,123,5729,90,Failed,2024-04-25,490
M022,0.68,107,123,5729,90,Failed,2025-01-01,490
M034,2.71,120,193,2864,35,Needs Maintenance,2024-06-20,490
M031,0.53,97,142,6378,0,Operational,2024-08-19,490
M040,2.95,75,176,6559,57,Needs Maintenance,2024-02-06,490
M011,1.96,85,106,8906,0,Operational,2024-11-16,490
M048,1.09,102,194,5087,0,Operational,2024-05-12,490
M024,0.54,91,187,9145,0,Operational,2024-04-21,491
M003,1.13,113,107,4038,55,Failed,2024-02-27,491
M016,0.67,73,198,9188,0,Operational,2024-06-13,491
M002,2.8,95,102,5011,46,Failed,2024-09-08,491
M017,2.2,101,123,8681,0,Operational,2024-05-15,491
M026,0.37,109,131,3285,15,Failed,2024-04-30,491
M024,0.54,91,187,9145,0,Operational,2024-06-10,491
M001,0.59,77,181,4250,75,Needs Maintenance,2024-12-21,491
M047,0.73,118,152,6104,98,Needs Maintenance,2024-09-22,491
M022,0.68,107,123,5729,90,Failed,2024-11-16,491
M013,1.69,61,179,8845,0,Operational,2024-05-01,492
M049,0.34,92,144,3120,0,Operational,2024-03-15,492
M020,0.65,62,132,1738,0,Operational,2024-06-06,492
M011,1.96,85,106,8906,0,Operational,2024-01-09,492
M049,0.34,92,144,3120,0,Operational,2024-06-25,492
M039,2.71,63,109,7048,0,Operational,2024-06-13,492
M006,1.62,67,190,9020,0,Operational,2024-03-29,492
M026,0.37,109,131,3285,15,Failed,2024-07-24,492
M007,2.85,64,105,5697,80,Needs Maintenance,2024-07-26,492
M042,2.79,79,143,7480,0,Operational,2024-06-11,492
M030,2.08,101,174,2970,74,Needs Maintenance,2024-12-16,493
M014,0.57,84,109,9624,0,Operational,2024-06-11,493
M021,0.39,76,153,4004,52,Failed,2024-04-09,493
M045,2.18,72,181,3275,0,Operational,2024-02-29,493
M032,0.67,71,198,3685,44,Needs Maintenance,2024-06-22,493
M048,1.09,102,194,5087,0,Operational,2024-12-16,493
M034,2.71,120,193,2864,35,Needs Maintenance,2024-01-24,493
M020,0.65,62,132,1738,0,Operational,2024-07-18,493
M006,1.62,67,190,9020,0,Operational,2024-11-16,493
M012,0.45,109,172,7876,0,Operational,2024-11-27,493
M023,0.52,81,165,3727,17,Failed,2024-02-15,494
M045,2.18,72,181,3275,0,Operational,2024-07-26,494
M004,1.74,89,176,7578,100,Failed,2024-01-15,494
M035,1.25,78,172,2345,8,Needs Maintenance,2024-08-24,494
M009,0.3,79,128,4982,78,Needs Maintenance,2024-08-13,494
M028,2.67,101,115,2787,27,Failed,2024-05-10,494
M011,1.96,85,106,8906,0,Operational,2024-12-21,494
M017,2.2,101,123,8681,0,Operational,2024-12-06,494
M030,2.08,101,174,2970,74,Needs Maintenance,2024-10-10,494
M025,2.07,68,177,9054,71,Needs Maintenance,2024-10-21,494
M044,2.5,105,152,2105,50,Failed,2024-09-09,495
M026,0.37,109,131,3285,15,Failed,2024-01-07,495
M045,2.18,72,181,3275,0,Operational,2024-07-17,495
M042,2.79,79,143,7480,0,Operational,2024-08-23,495
M031,0.53,97,142,6378,0,Operational,2024-09-05,495
M020,0.65,62,132,1738,0,Operational,2024-07-10,495
M006,1.62,67,190,9020,0,Operational,2024-04-11,495
M036,0.62,61,113,3618,0,Operational,2024-09-04,495
M007,2.85,64,105,5697,80,Needs Maintenance,2024-03-09,495
M036,0.62,61,113,3618,0,Operational,2024-05-29,495
M046,0.28,102,147,3545,38,Needs Maintenance,2024-11-28,496
M005,1.26,84,178,6414,0,Operational,2024-08-15,496
M019,2.05,114,159,8781,0,Operational,2024-05-25,496
M030,2.08,101,174,2970,74,Needs Maintenance,2024-07-11,496
M045,2.18,72,181,3275,0,Operational,2024-12-21,496
M015,2.32,99,166,8487,0,Operational,2024-09-22,496
M004,1.74,89,176,7578,100,Failed,2024-10-23,496
M040,2.95,75,176,6559,57,Needs Maintenance,2024-03-08,496
M020,0.65,62,132,1738,0,Operational,2024-11-10,496
M044,2.5,105,152,2105,50,Failed,2024-04-05,496
M005,1.26,84,178,6414,0,Operational,2024-05-16,497
M032,0.67,71,198,3685,44,Needs Maintenance,2024-03-09,497
M033,2.45,113,128,3782,23,Failed,2024-11-08,497
M029,1.27,98,108,4450,27,Failed,2024-12-28,497
M042,2.79,79,143,7480,0,Operational,2024-04-22,497
M009,0.3,79,128,4982,78,Needs Maintenance,2024-02-09,497
M020,0.65,62,132,1738,0,Operational,2024-02-18,497
M044,2.5,105,152,2105,50,Failed,2024-08-31,497
M008,2.95,100,149,5055,86,Failed,2024-09-19,497
M023,0.52,81,165,3727,17,Failed,2024-08-04,497
M025,2.07,68,177,9054,71,Needs Maintenance,2024-01-02,498
M027,0.36,102,146,9776,66,Failed,2024-07-30,498
M023,0.52,81,165,3727,17,Failed,2024-12-22,498
M006,1.62,67,190,9020,0,Operational,2024-03-29,498
M015,2.32,99,166,8487,0,Operational,2024-03-11,498
M041,0.4,112,148,8699,75,Needs Maintenance,2024-11-21,498
M046,0.28,102,147,3545,38,Needs Maintenance,2024-01-27,498
M010,1.13,120,182,7579,0,Operational,2024-08-25,498
M016,0.67,73,198,9188,0,Operational,2024-12-13,498
M011,1.96,85,106,8906,0,Operational,2024-09-02,498
M022,0.68,107,123,5729,90,Failed,2024-08-22,499
M028,2.67,101,115,2787,27,Failed,2024-05-06,499
M047,0.73,118,152,6104,98,Needs Maintenance,2024-07-17,499
M036,0.62,61,113,3618,0,Operational,2024-07-05,499
M015,2.32,99,166,8487,0,Operational,2024-06-22,499
M049,0.34,92,144,3120,0,Operational,2024-05-14,499
M031,0.53,97,142,6378,0,Operational,2024-12-28,499
M004,1.74,89,176,7578,100,Failed,2024-10-05,499
M039,2.71,63,109,7048,0,Operational,2024-10-26,499
M010,1.13,120,182,7579,0,Operational,2024-11-16,499
M002,2.8,95,102,5011,46,Failed,2024-09-23,500
M032,0.67,71,198,3685,44,Needs Maintenance,2024-11-23,500
M032,0.67,71,198,3685,44,Needs Maintenance,2024-07-18,500
M042,2.79,79,143,7480,0,Operational,2024-11-20,500
M043,2.86,108,141,2442,41,Failed,2024-03-12,500
M038,2.06,117,101,1139,0,Operational,2024-05-27,500
M035,1.25,78,172,2345,8,Needs Maintenance,2024-04-07,500
M014,0.57,84,109,9624,0,Operational,2024-10-14,500
M017,2.2,101,123,8681,0,Operational,2024-05-19,500
M029,1.27,98,108,4450,27,Failed,2024-11-05,500
M020,0.65,62,132,1738,0,Operational,2024-07-07,501
M039,2.71,63,109,7048,0,Operational,2024-01-31,501
M050,2.26,77,184,7966,0,Operational,2024-01-02,501
M048,1.09,102,194,5087,0,Operational,2024-09-03,501
M042,2.79,79,143,7480,0,Operational,2024-06-02,501
M032,0.67,71,198,3685,44,Needs Maintenance,2024-03-08,501
M003,1.13,113,107,4038,55,Failed,2024-05-17,501
M001,0.59,77,181,4250,75,Needs Maintenance,2024-11-22,501
M022,0.68,107,123,5729,90,Failed,2024-11-17,501
M020,0.65,62,132,1738,0,Operational,2024-10-26,501
M022,0.68,107,123,5729,90,Failed,2024-06-13,502
M028,2.67,101,115,2787,27,Failed,2024-10-22,502
M049,0.34,92,144,3120,0,Operational,2024-08-10,502
M015,2.32,99,166,8487,0,Operational,2024-08-26,502
M048,1.09,102,194,5087,0,Operational,2024-04-19,502
M048,1.09,102,194,5087,0,Operational,2024-09-13,502
M032,0.67,71,198,3685,44,Needs Maintenance,2024-09-15,502
M024,0.54,91,187,9145,0,Operational,2024-09-15,502
M007,2.85,64,105,5697,80,Needs Maintenance,2024-12-01,502
M048,1.09,102,194,5087,0,Operational,2024-05-14,502
M022,0.68,107,123,5729,90,Failed,2024-07-28,503
M013,1.69,61,179,8845,0,Operational,2024-10-09,503
M036,0.62,61,113,3618,0,Operational,2024-09-14,503
M032,0.67,71,198,3685,44,Needs Maintenance,2024-08-18,503
M019,2.05,114,159,8781,0,Operational,2024-11-30,503
M039,2.71,63,109,7048,0,Operational,2024-03-24,503
M037,1.21,112,160,8591,85,Failed,2024-08-01,503
M033,2.45,113,128,3782,23,Failed,2024-02-04,503
M010,1.13,120,182,7579,0,Operational,2024-12-27,503
M018,2.69,93,178,5200,0,Operational,2024-02-15,503
M043,2.86,108,141,2442,41,Failed,2024-03-15,504
M047,0.73,118,152,6104,98,Needs Maintenance,2024-11-25,504
M007,2.85,64,105,5697,80,Needs Maintenance,2024-08-08,504
M010,1.13,120,182,7579,0,Operational,2024-08-20,504
M009,0.3,79,128,4982,78,Needs Maintenance,2024-08-25,504
M033,2.45,113,128,3782,23,Failed,2024-10-07,504
M032,0.67,71,198,3685,44,Needs Maintenance,2024-10-02,504
M019,2.05,114,159,8781,0,Operational,2024-02-02,504
M046,0.28,102,147,3545,38,Needs Maintenance,2024-11-19,504
M046,0.28,102,147,3545,38,Needs Maintenance,2024-06-23,504
M032,0.67,71,198,3685,44,Needs Maintenance,2024-11-02,505
M016,0.67,73,198,9188,0,Operational,2024-03-04,505
M002,2.8,95,102,5011,46,Failed,2024-03-10,505
M019,2.05,114,159,8781,0,Operational,2024-09-02,505
M046,0.28,102,147,3545,38,Needs Maintenance,2024-01-15,505
M027,0.36,102,146,9776,66,Failed,2024-07-03,505
M035,1.25,78,172,2345,8,Needs Maintenance,2024-11-17,505
M036,0.62,61,113,3618,0,Operational,2024-06-18,505
M001,0.59,77,181,4250,75,Needs Maintenance,2024-01-03,505
M004,1.74,89,176,7578,100,Failed,2024-07-21,505
M039,2.71,63,109,7048,0,Operational,2024-10-16,506
M027,0.36,102,146,9776,66,Failed,2024-07-30,506
M046,0.28,102,147,3545,38,Needs Maintenance,2024-12-27,506
M039,2.71,63,109,7048,0,Operational,2024-12-07,506
M031,0.53,97,142,6378,0,Operational,2024-05-16,506
M005,1.26,84,178,6414,0,Operational,2024-06-30,506
M011,1.96,85,106,8906,0,Operational,2024-02-21,506
M019,2.05,114,159,8781,0,Operational,2024-04-09,506
M025,2.07,68,177,9054,71,Needs Maintenance,2024-05-20,506
M044,2.5,105,152,2105,50,Failed,2024-04-13,506
M040,2.95,75,176,6559,57,Needs Maintenance,2024-09-28,507
M013,1.69,61,179,8845,0,Operational,2024-04-03,507
M014,0.57,84,109,9624,0,Operational,2024-09-20,507
M013,1.69,61,179,8845,0,Operational,2024-11-19,507
M009,0.3,79,128,4982,78,Needs Maintenance,2024-03-10,507
M013,1.69,61,179,8845,0,Operational,2024-03-21,507
M048,1.09,102,194,5087,0,Operational,2024-10-25,507
M050,2.26,77,184,7966,0,Operational,2024-03-08,507
M007,2.85,64,105,5697,80,Needs Maintenance,2024-03-03,507
M030,2.08,101,174,2970,74,Needs Maintenance,2024-08-24,507
M023,0.52,81,165,3727,17,Failed,2024-05-26,508
M017,2.2,101,123,8681,0,Operational,2024-02-04,508
M032,0.67,71,198,3685,44,Needs Maintenance,2024-11-22,508
M027,0.36,102,146,9776,66,Failed,2024-08-22,508
M025,2.07,68,177,9054,71,Needs Maintenance,2024-02-25,508
M039,2.71,63,109,7048,0,Operational,2024-02-23,508
M042,2.79,79,143,7480,0,Operational,2024-08-18,508
M041,0.4,112,148,8699,75,Needs Maintenance,2024-03-26,508
M031,0.53,97,142,6378,0,Operational,2024-07-09,508
M015,2.32,99,166,8487,0,Operational,2024-06-05,508
M003,1.13,113,107,4038,55,Failed,2024-04-13,509
M010,1.13,120,182,7579,0,Operational,2024-12-27,509
M010,1.13,120,182,7579,0,Operational,2024-06-10,509
M044,2.5,105,152,2105,50,Failed,2024-09-18,509
M049,0.34,92,144,3120,0,Operational,2024-01-21,509
M032,0.67,71,198,3685,44,Needs Maintenance,2024-03-13,509
M006,1.62,67,190,9020,0,Operational,2024-07-01,509
M037,1.21,112,160,8591,85,Failed,2024-11-14,509
M041,0.4,112,148,8699,75,Needs Maintenance,2024-11-25,509
M041,0.4,112,148,8699,75,Needs Maintenance,2024-11-19,509
M042,2.79,79,143,7480,0,Operational,2024-10-07,510
M017,2.2,101,123,8681,0,Operational,2024-07-23,510
M007,2.85,64,105,5697,80,Needs Maintenance,2024-12-13,510
M025,2.07,68,177,9054,71,Needs Maintenance,2024-05-23,510
M034,2.71,120,193,2864,35,Needs Maintenance,2024-09-02,510
M039,2.71,63,109,7048,0,Operational,2024-08-13,510
M039,2.71,63,109,7048,0,Operational,2024-11-09,510
M049,0.34,92,144,3120,0,Operational,2024-12-16,510
M029,1.27,98,108,4450,27,Failed,2024-05-18,510
M050,2.26,77,184,7966,0,Operational,2024-07-27,510
M023,0.52,81,165,3727,17,Failed,2024-10-22,511
M018,2.69,93,178,5200,0,Operational,2024-01-04,511
M050,2.26,77,184,7966,0,Operational,2024-07-23,511
M006,1.62,67,190,9020,0,Operational,2024-05-20,511
M011,1.96,85,106,8906,0,Operational,2024-07-22,511
M006,1.62,67,190,9020,0,Operational,2024-09-22,511
M027,0.36,102,146,9776,66,Failed,2024-02-15,511
M045,2.18,72,181,3275,0,Operational,2024-08-12,511
M003,1.13,113,107,4038,55,Failed,2024-11-19,511
M009,0.3,79,128,4982,78,Needs Maintenance,2024-03-27,511
M035,1.25,78,172,2345,8,Needs Maintenance,2024-06-01,512
M018,2.69,93,178,5200,0,Operational,2024-01-13,512
M020,0.65,62,132,1738,0,Operational,2024-10-02,512
M045,2.18,72,181,3275,0,Operational,2024-02-12,512
M033,2.45,113,128,3782,23,Failed,2024-11-26,512
M009,0.3,79,128,4982,78,Needs Maintenance,2024-12-31,512
M047,0.73,118,152,6104,98,Needs Maintenance,2024-08-17,512
M032,0.67,71,198,3685,44,Needs Maintenance,2024-01-24,512
M030,2.08,101,174,2970,74,Needs Maintenance,2024-09-16,512
M031,0.53,97,142,6378,0,Operational,2024-03-10,512
M029,1.27,98,108,4450,27,Failed,2024-01-19,513
M008,2.95,100,149,5055,86,Failed,2024-08-16,513
M045,2.18,72,181,3275,0,Operational,2024-08-27,513
M030,2.08,101,174,2970,74,Needs Maintenance,2024-06-12,513
M046,0.28,102,147,3545,38,Needs Maintenance,2024-02-19,513
M034,2.71,120,193,2864,35,Needs Maintenance,2024-11-15,513
M021,0.39,76,153,4004,52,Failed,2024-03-07,513
M011,1.96,85,106,8906,0,Operational,2024-11-01,513
M031,0.53,97,142,6378,0,Operational,2024-03-13,513
M011,1.96,85,106,8906,0,Operational,2024-08-16,513
M028,2.67,101,115,2787,27,Failed,2024-05-22,514
M022,0.68,107,123,5729,90,Failed,2024-05-05,514
M003,1.13,113,107,4038,55,Failed,2024-10-27,514
M041,0.4,112,148,8699,75,Needs Maintenance,2024-04-26,514
M003,1.13,113,107,4038,55,Failed,2024-11-27,514
M030,2.08,101,174,2970,74,Needs Maintenance,2024-05-30,514
M006,1.62,67,190,9020,0,Operational,2024-11-15,514
M011,1.96,85,106,8906,0,Operational,2024-04-09,514
M027,0.36,102,146,9776,66,Failed,2024-03-19,514
M033,2.45,113,128,3782,23,Failed,2024-06-13,514
M047,0.73,118,152,6104,98,Needs Maintenance,2024-06-04,515
M006,1.62,67,190,9020,0,Operational,2024-07-19,515
M023,0.52,81,165,3727,17,Failed,2024-05-15,515
M003,1.13,113,107,4038,55,Failed,2025-01-01,515
M008,2.95,100,149,5055,86,Failed,2024-06-15,515
M048,1.09,102,194,5087,0,Operational,2024-09-13,515
M041,0.4,112,148,8699,75,Needs Maintenance,2024-09-10,515
M044,2.5,105,152,2105,50,Failed,2024-03-08,515
M033,2.45,113,128,3782,23,Failed,2024-01-14,515
M029,1.27,98,108,4450,27,Failed,2024-09-24,515
M021,0.39,76,153,4004,52,Failed,2024-11-26,516
M030,2.08,101,174,2970,74,Needs Maintenance,2024-03-30,516
M012,0.45,109,172,7876,0,Operational,2024-03-27,516
M012,0.45,109,172,7876,0,Operational,2024-09-10,516
M022,0.68,107,123,5729,90,Failed,2024-04-29,516
M010,1.13,120,182,7579,0,Operational,2024-06-28,516
M013,1.69,61,179,8845,0,Operational,2024-09-03,516
M012,0.45,109,172,7876,0,Operational,2024-09-24,516
M044,2.5,105,152,2105,50,Failed,2024-03-07,516
M024,0.54,91,187,9145,0,Operational,2024-07-25,516
M036,0.62,61,113,3618,0,Operational,2024-03-23,517
M048,1.09,102,194,5087,0,Operational,2024-04-27,517
M028,2.67,101,115,2787,27,Failed,2024-07-16,517
M030,2.08,101,174,2970,74,Needs Maintenance,2024-07-01,517
M019,2.05,114,159,8781,0,Operational,2024-11-11,517
M021,0.39,76,153,4004,52,Failed,2024-07-12,517
M015,2.32,99,166,8487,0,Operational,2024-10-31,517
M037,1.21,112,160,8591,85,Failed,2024-04-14,517
M014,0.57,84,109,9624,0,Operational,2024-04-25,517
M013,1.69,61,179,8845,0,Operational,2024-12-01,517
M032,0.67,71,198,3685,44,Needs Maintenance,2024-11-21,518
M013,1.69,61,179,8845,0,Operational,2024-06-10,518
M050,2.26,77,184,7966,0,Operational,2024-12-22,518
M003,1.13,113,107,4038,55,Failed,2024-11-24,518
M003,1.13,113,107,4038,55,Failed,2024-10-23,518
M012,0.45,109,172,7876,0,Operational,2024-05-26,518
M028,2.67,101,115,2787,27,Failed,2024-10-21,518
M041,0.4,112,148,8699,75,Needs Maintenance,2024-10-22,518
M029,1.27,98,108,4450,27,Failed,2024-12-28,518
M004,1.74,89,176,7578,100,Failed,2024-05-24,518
M044,2.5,105,152,2105,50,Failed,2024-12-25,519
M028,2.67,101,115,2787,27,Failed,2024-04-25,519
M001,0.59,77,181,4250,75,Needs Maintenance,2024-11-01,519
M021,0.39,76,153,4004,52,Failed,2024-07-29,519
M050,2.26,77,184,7966,0,Operational,2024-03-13,519
